#bamPEFragmentSize
Size	Occurrences	Sample
45	11243	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
46	10548	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
47	10356	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
48	10360	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
49	10067	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
50	9901	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
51	9646	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
52	9401	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
53	9470	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
54	9514	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
55	8990	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
56	8573	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
57	8309	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
58	8027	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
59	7859	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
60	7730	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
61	7316	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
62	7474	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
63	7670	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
64	7092	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
65	7088	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
66	6537	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
67	6509	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
68	6036	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
69	6091	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
70	5900	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
71	5893	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
72	5576	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
73	5514	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
74	5499	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
75	5875	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
76	5264	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
77	4869	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
78	4889	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
79	4579	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
80	4525	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
81	4515	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
82	4354	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
83	4728	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
84	4332	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
85	4388	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
86	4204	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
87	4151	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
88	3860	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
89	3850	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
90	3654	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
91	3614	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
92	3474	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
93	3620	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
94	3439	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
95	3506	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
96	3416	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
97	3419	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
98	3241	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
99	3119	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
100	2939	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
101	3029	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
102	2895	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
103	2942	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
104	2983	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
105	2836	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
106	2904	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
107	2789	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
108	2775	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
109	2586	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
110	2478	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
111	2480	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
112	2541	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
113	2483	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
114	2514	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
115	2506	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
116	2555	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
117	2521	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
118	2404	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
119	2332	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
120	2156	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
121	2260	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
122	2071	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
123	2105	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
124	2189	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
125	2286	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
126	2107	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
127	2103	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
128	2085	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
129	2045	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
130	1913	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
131	1874	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
132	1855	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
133	1920	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
134	1826	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
135	1972	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
136	1968	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
137	1873	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
138	1760	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
139	1928	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
140	1685	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
141	1879	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
142	1673	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
143	1684	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
144	1749	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
145	1822	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
146	1642	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
147	1711	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
148	1677	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
149	1703	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
150	1780	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
151	1681	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
152	1682	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
153	1613	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
154	1461	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
155	1476	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
156	1491	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
157	1671	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
158	1547	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
159	1638	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
160	1525	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
161	1486	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
162	1495	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
163	1486	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
164	1427	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
165	1508	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
166	1333	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
167	1518	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
168	1483	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
169	1481	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
170	1444	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
171	1368	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
172	1409	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
173	1391	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
174	1372	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
175	1251	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
176	1394	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
177	1508	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
178	1439	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
179	1301	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
180	1304	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
181	1228	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
182	1192	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
183	1205	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
184	1289	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
185	1349	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
186	1291	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
187	1324	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
188	1263	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
189	1235	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
190	1321	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
191	1235	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
192	1235	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
193	1245	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
194	1167	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
195	1287	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
196	1207	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
197	1229	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
198	1286	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
199	1265	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
200	1239	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
201	1255	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
202	1174	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
203	1230	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
204	1256	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
205	1165	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
206	1326	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
207	1179	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
208	1213	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
209	1169	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
210	1199	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
211	1192	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
212	1174	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
213	1144	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
214	1081	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
215	1196	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
216	1148	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
217	1147	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
218	1139	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
219	1172	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
220	1117	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
221	1077	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
222	1140	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
223	1030	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
224	1128	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
225	1109	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
226	1027	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
227	1109	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
228	1135	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
229	1129	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
230	1132	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
231	1076	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
232	1043	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
233	1019	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
234	1057	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
235	995	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
236	978	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
237	1064	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
238	1009	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
239	990	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
240	1020	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
241	1093	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
242	1059	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
243	961	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
244	971	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
245	920	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
246	945	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
247	979	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
248	959	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
249	905	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
250	988	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
251	965	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
252	962	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
253	877	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
254	922	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
255	890	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
256	903	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
257	851	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
258	831	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
259	819	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
260	879	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
261	912	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
262	849	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
263	911	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
264	905	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
265	857	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
266	847	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
267	846	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
268	786	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
269	870	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
270	810	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
271	853	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
272	816	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
273	773	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
274	758	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
275	747	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
276	751	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
277	772	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
278	739	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
279	811	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
280	765	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
281	799	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
282	764	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
283	716	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
284	766	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
285	713	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
286	689	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
287	811	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
288	736	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
289	749	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
290	726	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
291	729	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
292	726	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
293	686	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
294	785	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
295	719	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
296	659	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
297	689	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
298	705	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
299	675	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
300	733	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
301	668	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
302	676	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
303	715	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
304	673	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
305	679	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
306	639	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
307	661	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
308	641	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
309	593	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
310	628	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
311	664	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
312	656	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
313	601	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
314	653	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
315	658	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
316	628	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
317	616	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
318	633	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
319	626	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
320	583	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
321	628	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
322	584	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
323	593	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
324	561	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
325	648	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
326	617	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
327	620	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
328	545	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
329	557	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
330	568	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
331	552	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
332	582	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
333	551	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
334	616	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
335	576	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
336	549	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
337	554	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
338	584	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
339	516	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
340	574	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
341	511	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
342	556	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
343	502	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
344	617	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
345	488	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
346	551	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
347	497	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
348	558	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
349	538	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
350	556	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
351	513	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
352	480	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
353	469	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
354	466	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
355	513	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
356	572	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
357	548	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
358	481	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
359	550	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
360	509	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
361	511	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
362	444	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
363	474	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
364	491	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
365	515	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
366	495	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
367	419	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
368	463	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
369	460	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
370	499	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
371	503	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
372	423	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
373	502	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
374	462	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
375	414	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
376	476	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
377	479	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
378	460	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
379	461	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
380	447	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
381	430	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
382	447	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
383	432	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
384	447	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
385	448	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
386	421	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
387	427	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
388	454	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
389	449	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
390	417	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
391	377	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
392	438	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
393	394	Results/mapping/Lamina_CP_Tissue.markdup.sorted.bam
